,storing_materiaal,storing_diameter,storing_melddatum,storing_aanlegjaar,age_at_failure,Diameter_group,Construction_year_group,Group_id,Group_failurerate,Diameter_group_failurerate,Pipe_failurerate
1046,MAT_AC,100.0,2013-08-17 00:00:00,1954-01-01,59.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.007774495155227452
1052,MAT_AC,100.0,2013-03-24 00:00:00,1969-01-01,44.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.005797928590339117
1057,MAT_AC,100.0,2013-08-20 00:00:00,1978-01-01,35.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.004611988651406116
1062,MAT_AC,50.0,2013-08-22 00:00:00,1962-01-01,51.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.00672032632062034
1064,MAT_AC,100.0,2013-08-26 00:00:00,1970-01-01,43.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005666157486013228
1068,MAT_AC,100.0,2013-01-25 00:00:00,1949-01-01,64.0,0 - 160,1940 - 1950,16019401950,0.03147109930130199,0.019447347390450617,0.008433350676856896
1074,MAT_AC,100.0,2013-09-11 00:00:00,1983-01-01,30.0,0 - 160,1980 - 1990,16019801990,0.009499218931547145,0.019447347390450617,0.0039531331297766705
1081,MAT_AC,100.0,2013-09-21 00:00:00,1990-01-01,23.0,0 - 160,1990 - 2000,16019902000,0.010718391292134262,0.019447347390450617,0.0030307353994954473
1082,MAT_AC,100.0,2013-03-18 00:00:00,1955-01-01,58.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.0076427240509015625
1085,MAT_AC,100.0,2013-12-06 00:00:00,1972-01-01,41.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005402615277361449
1087,MAT_AC,100.0,2013-03-29 00:00:00,1954-01-01,59.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.007774495155227452
1096,MAT_AC,200.0,2013-10-28 00:00:00,1984-01-01,29.0,160 - 300,1980 - 1990,16030019801990,0.003549969875818495,0.004668884141399624,0.0038213620254507813
1097,MAT_AC,100.0,2013-08-27 00:00:00,1978-01-01,35.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.004611988651406116
1098,MAT_AC,100.0,2013-10-26 00:00:00,1972-01-01,41.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005402615277361449
1099,MAT_AC,100.0,2013-06-10 00:00:00,1987-01-01,26.0,0 - 160,1980 - 1990,16019801990,0.009499218931547145,0.019447347390450617,0.0034260487124731145
1102,MAT_AC,100.0,2013-09-18 00:00:00,1980-01-01,33.0,0 - 160,1980 - 1990,16019801990,0.009499218931547145,0.019447347390450617,0.004348446442754337
1103,MAT_AC,200.0,2013-03-22 00:00:00,1935-01-01,78.0,160 - 300,1930 - 1940,16030019301940,0.012121784682335806,0.004668884141399624,0.010278146137419343
1104,MAT_AC,100.0,2013-03-21 00:00:00,1958-01-01,55.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.007247410737923896
1105,MAT_AC,100.0,2013-03-31 00:00:00,1969-01-01,44.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.005797928590339117
1107,MAT_AC,150.0,2013-03-29 00:00:00,1968-01-01,45.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.005929699694665005
1108,MAT_AC,100.0,2013-09-18 00:00:00,1967-01-01,46.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0060614707989908945
1109,MAT_AC,300.0,2013-01-18 00:00:00,1974-01-01,39.0,300 - 1000,1970 - 1980,300100019701980,0.00031314119919218766,0.0014915573037056083,0.005139073068709672
1111,MAT_AC,100.0,2013-06-27 00:00:00,1972-01-01,41.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005402615277361449
1113,MAT_AC,100.0,2013-01-30 00:00:00,1969-01-01,44.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.005797928590339117
1115,MAT_AC,100.0,2013-07-12 00:00:00,1960-01-01,53.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.006983868529272118
1116,MAT_AC,100.0,2013-09-16 00:00:00,1982-01-01,31.0,0 - 160,1980 - 1990,16019801990,0.009499218931547145,0.019447347390450617,0.00408490423410256
1119,MAT_AC,100.0,2013-02-06 00:00:00,1970-01-01,43.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005666157486013228
1120,MAT_AC,100.0,2013-08-19 00:00:00,1978-01-01,35.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.004611988651406116
1123,MAT_AC,50.0,2013-10-08 00:00:00,1961-01-01,52.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.006852097424946229
1125,MAT_AC,100.0,2013-06-22 00:00:00,1967-01-01,46.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0060614707989908945
1130,MAT_AC,100.0,2013-09-23 00:00:00,1964-01-01,49.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.006456784111968562
1131,MAT_AC,150.0,2013-05-30 00:00:00,1989-01-01,24.0,0 - 160,1980 - 1990,16019801990,0.009499218931547145,0.019447347390450617,0.0031625065038213365
1133,MAT_AC,125.0,2013-10-01 00:00:00,1963-01-01,50.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0065885552162944505
1135,MAT_AC,100.0,2013-06-24 00:00:00,1972-01-01,41.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005402615277361449
1136,MAT_AC,100.0,2013-01-17 00:00:00,1954-01-01,59.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.007774495155227452
1139,MAT_AC,100.0,2013-12-08 00:00:00,1977-01-01,36.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.004743759755732005
1142,MAT_AC,100.0,2013-06-05 00:00:00,1954-01-01,59.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.007774495155227452
1145,MAT_AC,100.0,2013-07-03 00:00:00,1991-01-01,22.0,0 - 160,1990 - 2000,16019902000,0.010718391292134262,0.019447347390450617,0.0028989642951695585
1146,MAT_AC,100.0,2013-09-04 00:00:00,1956-01-01,57.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.007510952946575674
1149,MAT_AC,100.0,2013-08-08 00:00:00,1983-01-01,30.0,0 - 160,1980 - 1990,16019801990,0.009499218931547145,0.019447347390450617,0.0039531331297766705
1151,MAT_AC,150.0,2013-11-28 00:00:00,1964-01-01,49.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.006456784111968562
1152,MAT_AC,100.0,2013-12-11 00:00:00,1984-01-01,29.0,0 - 160,1980 - 1990,16019801990,0.009499218931547145,0.019447347390450617,0.0038213620254507813
1154,MAT_AC,100.0,2013-06-13 00:00:00,1974-01-01,39.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005139073068709672
1158,MAT_AC,300.0,2013-08-12 00:00:00,1962-01-01,51.0,300 - 1000,1960 - 1970,300100019601970,0.0034630756924591264,0.0014915573037056083,0.00672032632062034
1160,MAT_AC,150.0,2013-03-26 00:00:00,1960-01-01,53.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.006983868529272118
1166,MAT_AC,100.0,2013-08-31 00:00:00,1963-01-01,50.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0065885552162944505
1170,MAT_AC,200.0,2013-07-20 00:00:00,1989-01-01,24.0,160 - 300,1980 - 1990,16030019801990,0.003549969875818495,0.004668884141399624,0.0031625065038213365
1171,MAT_AC,150.0,2013-08-30 00:00:00,1961-01-01,52.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.006852097424946229
1174,MAT_AC,100.0,2013-06-11 00:00:00,1979-01-01,34.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.0044802175470802265
1176,MAT_AC,100.0,2013-05-13 00:00:00,1962-01-01,51.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.00672032632062034
1177,MAT_AC,100.0,2013-08-22 00:00:00,1978-01-01,35.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.004611988651406116
1180,MAT_AC,100.0,2013-08-16 00:00:00,1961-01-01,52.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.006852097424946229
1190,MAT_AC,100.0,2014-10-24 00:00:00,1964-01-01,50.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0065885552162944505
1191,MAT_AC,150.0,2014-04-02 00:00:00,1960-01-01,54.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0071156396335980065
1192,MAT_AC,100.0,2014-05-18 00:00:00,1973-01-01,41.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005402615277361449
1193,MAT_AC,250.0,2014-10-15 00:00:00,1962-01-01,52.0,160 - 300,1960 - 1970,16030019601970,0.0067077637583175835,0.004668884141399624,0.006852097424946229
1196,MAT_AC,150.0,2014-07-02 00:00:00,1964-01-01,50.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0065885552162944505
1200,MAT_AC,110.0,2014-05-25 00:00:00,1980-01-01,34.0,0 - 160,1980 - 1990,16019801990,0.009499218931547145,0.019447347390450617,0.0044802175470802265
1206,MAT_AC,100.0,2014-12-17 00:00:00,1988-01-01,26.0,0 - 160,1980 - 1990,16019801990,0.009499218931547145,0.019447347390450617,0.0034260487124731145
1215,MAT_AC,150.0,2014-08-07 00:00:00,1979-01-01,35.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.004611988651406116
1223,MAT_AC,100.0,2014-08-01 00:00:00,1960-01-01,54.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0071156396335980065
1225,MAT_AC,100.0,2014-08-28 00:00:00,1960-01-01,54.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0071156396335980065
1227,MAT_AC,150.0,2014-02-01 00:00:00,1960-01-01,54.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0071156396335980065
1228,MAT_AC,150.0,2014-06-25 00:00:00,1960-01-01,54.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0071156396335980065
1231,MAT_AC,125.0,2014-08-13 00:00:00,1970-01-01,44.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005797928590339117
1232,MAT_AC,100.0,2014-06-28 00:00:00,1962-01-01,52.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.006852097424946229
1234,MAT_AC,150.0,2014-12-01 00:00:00,1964-01-01,50.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0065885552162944505
1236,MAT_AC,200.0,2014-08-19 00:00:00,1980-01-01,34.0,160 - 300,1980 - 1990,16030019801990,0.003549969875818495,0.004668884141399624,0.0044802175470802265
1237,MAT_AC,300.0,2014-06-19 00:00:00,1965-01-01,49.0,300 - 1000,1960 - 1970,300100019601970,0.0034630756924591264,0.0014915573037056083,0.006456784111968562
1238,MAT_AC,100.0,2014-12-05 00:00:00,1991-01-01,23.0,0 - 160,1990 - 2000,16019902000,0.010718391292134262,0.019447347390450617,0.0030307353994954473
1239,MAT_AC,100.0,2014-09-20 00:00:00,1955-01-01,59.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.007774495155227452
1240,MAT_AC,150.0,2014-11-05 00:00:00,1979-01-01,35.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.004611988651406116
1244,MAT_AC,100.0,2014-01-01 00:00:00,1964-01-01,50.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0065885552162944505
1252,MAT_AC,100.0,2014-09-24 00:00:00,1977-01-01,37.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.004875530860057893
1257,MAT_AC,100.0,2014-05-22 00:00:00,1970-01-01,44.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005797928590339117
1262,MAT_AC,100.0,2014-06-26 00:00:00,1978-01-01,36.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.004743759755732005
1266,MAT_AC,100.0,2014-02-10 00:00:00,1954-01-01,60.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.007906266259553341
1267,MAT_AC,100.0,2014-08-08 00:00:00,1981-01-01,33.0,0 - 160,1980 - 1990,16019801990,0.009499218931547145,0.019447347390450617,0.004348446442754337
1270,MAT_AC,100.0,2014-02-08 00:00:00,1962-01-01,52.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.006852097424946229
1272,MAT_AC,100.0,2014-05-25 00:00:00,1968-01-01,46.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0060614707989908945
1274,MAT_AC,100.0,2014-03-13 00:00:00,1964-01-01,50.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0065885552162944505
1277,MAT_AC,150.0,2014-02-27 00:00:00,1957-01-01,57.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.007510952946575674
1278,MAT_AC,100.0,2014-07-24 00:00:00,1958-01-01,56.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.007379181842249785
1279,MAT_AC,100.0,2014-02-18 00:00:00,1947-01-01,67.0,0 - 160,1940 - 1950,16019401950,0.03147109930130199,0.019447347390450617,0.008828663989834564
1280,MAT_AC,150.0,2014-07-23 00:00:00,1973-01-01,41.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005402615277361449
1281,MAT_AC,100.0,2014-12-19 00:00:00,1955-01-01,59.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.007774495155227452
1284,MAT_AC,100.0,2014-10-21 00:00:00,1976-01-01,38.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.0050073019643837825
1288,MAT_AC,150.0,2014-08-20 00:00:00,1958-01-01,56.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.007379181842249785
1296,MAT_AC,100.0,2014-08-26 00:00:00,1984-01-01,30.0,0 - 160,1980 - 1990,16019801990,0.009499218931547145,0.019447347390450617,0.0039531331297766705
1299,MAT_AC,150.0,2014-05-30 00:00:00,1955-01-01,59.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.007774495155227452
1301,MAT_AC,100.0,2014-05-07 00:00:00,1960-01-01,54.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0071156396335980065
1306,MAT_AC,100.0,2014-06-10 00:00:00,1980-01-01,34.0,0 - 160,1980 - 1990,16019801990,0.009499218931547145,0.019447347390450617,0.0044802175470802265
1309,MAT_AC,100.0,2014-02-14 00:00:00,1957-01-01,57.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.007510952946575674
1314,MAT_AC,100.0,2014-07-28 00:00:00,1955-01-01,59.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.007774495155227452
1318,MAT_AC,250.0,2014-07-19 00:00:00,1986-01-01,28.0,160 - 300,1980 - 1990,16030019801990,0.003549969875818495,0.004668884141399624,0.0036895909211248925
1319,MAT_AC,150.0,2014-07-06 00:00:00,1963-01-01,51.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.00672032632062034
1320,MAT_AC,100.0,2014-02-14 00:00:00,1971-01-01,43.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005666157486013228
1321,MAT_AC,100.0,2014-05-17 00:00:00,1973-01-01,41.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005402615277361449
1323,MAT_AC,100.0,2014-09-01 00:00:00,1981-01-01,33.0,0 - 160,1980 - 1990,16019801990,0.009499218931547145,0.019447347390450617,0.004348446442754337
1328,MAT_AC,500.0,2014-11-20 00:00:00,1957-01-01,57.0,300 - 1000,1950 - 1960,300100019501960,0.005585329526455759,0.0014915573037056083,0.007510952946575674
1329,MAT_AC,100.0,2014-09-13 00:00:00,1988-01-01,26.0,0 - 160,1980 - 1990,16019801990,0.009499218931547145,0.019447347390450617,0.0034260487124731145
1331,MAT_AC,100.0,2014-06-11 00:00:00,1954-01-01,60.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.007906266259553341
1333,MAT_AC,100.0,2014-11-29 00:00:00,1968-01-01,46.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0060614707989908945
1335,MAT_AC,200.0,2014-03-06 00:00:00,1972-01-01,42.0,160 - 300,1970 - 1980,16030019701980,0.004327175435392872,0.004668884141399624,0.0055343863816873385
1341,MAT_AC,100.0,2014-09-18 00:00:00,1956-01-01,58.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.0076427240509015625
1342,MAT_AC,100.0,2014-06-04 00:00:00,1957-01-01,57.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.007510952946575674
1346,MAT_AC,100.0,2014-04-01 00:00:00,1964-01-01,50.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0065885552162944505
1348,MAT_AC,100.0,2014-01-28 00:00:00,1947-01-01,67.0,0 - 160,1940 - 1950,16019401950,0.03147109930130199,0.019447347390450617,0.008828663989834564
1355,MAT_AC,200.0,2014-10-22 00:00:00,1969-01-01,45.0,160 - 300,1960 - 1970,16030019601970,0.0067077637583175835,0.004668884141399624,0.005929699694665005
1358,MAT_AC,100.0,2014-05-28 00:00:00,1958-01-01,56.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.007379181842249785
1359,MAT_AC,100.0,2014-04-28 00:00:00,1988-01-01,26.0,0 - 160,1980 - 1990,16019801990,0.009499218931547145,0.019447347390450617,0.0034260487124731145
1361,MAT_AC,200.0,2014-02-22 00:00:00,1963-01-01,51.0,160 - 300,1960 - 1970,16030019601970,0.0067077637583175835,0.004668884141399624,0.00672032632062034
1362,MAT_AC,100.0,2014-07-22 00:00:00,1990-01-01,24.0,0 - 160,1990 - 2000,16019902000,0.010718391292134262,0.019447347390450617,0.0031625065038213365
1366,MAT_AC,100.0,2014-10-20 00:00:00,1957-01-01,57.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.007510952946575674
1367,MAT_AC,100.0,2014-02-15 00:00:00,1964-01-01,50.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0065885552162944505
1368,MAT_AC,100.0,2014-03-02 00:00:00,1969-01-01,45.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.005929699694665005
1370,MAT_AC,150.0,2014-08-13 00:00:00,1968-01-01,46.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0060614707989908945
1371,MAT_AC,150.0,2014-12-02 00:00:00,1957-01-01,57.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.007510952946575674
1375,MAT_AC,300.0,2014-11-04 00:00:00,1965-01-01,49.0,300 - 1000,1960 - 1970,300100019601970,0.0034630756924591264,0.0014915573037056083,0.006456784111968562
1377,MAT_AC,150.0,2014-07-30 00:00:00,1965-01-01,49.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.006456784111968562
1378,MAT_AC,150.0,2014-03-20 00:00:00,1976-01-01,38.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.0050073019643837825
1383,MAT_AC,100.0,2014-01-03 00:00:00,1962-01-01,52.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.006852097424946229
1386,MAT_AC,100.0,2014-11-24 00:00:00,1967-01-01,47.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.006193241903316784
1387,MAT_AC,100.0,2014-12-24 00:00:00,1968-01-01,46.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0060614707989908945
1388,MAT_AC,150.0,2014-07-17 00:00:00,1957-01-01,57.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.007510952946575674
1391,MAT_AC,100.0,2014-07-22 00:00:00,1961-01-01,53.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.006983868529272118
1392,MAT_AC,300.0,2014-09-15 00:00:00,1989-01-01,25.0,300 - 1000,1980 - 1990,300100019801990,0.0006087590999614961,0.0014915573037056083,0.0032942776081472253
1394,MAT_AC,150.0,2014-08-18 00:00:00,1981-01-01,33.0,0 - 160,1980 - 1990,16019801990,0.009499218931547145,0.019447347390450617,0.004348446442754337
1400,MAT_AC,100.0,2014-11-21 00:00:00,1956-01-01,58.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.0076427240509015625
1401,MAT_AC,100.0,2014-09-09 00:00:00,1954-01-01,60.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.007906266259553341
1403,MAT_AC,100.0,2014-02-06 00:00:00,1982-01-01,32.0,0 - 160,1980 - 1990,16019801990,0.009499218931547145,0.019447347390450617,0.004216675338428448
1408,MAT_AC,100.0,2014-12-16 00:00:00,1975-01-01,39.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005139073068709672
1410,MAT_AC,100.0,2014-03-26 00:00:00,1964-01-01,50.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0065885552162944505
1413,MAT_AC,100.0,2014-07-26 00:00:00,1990-01-01,24.0,0 - 160,1990 - 2000,16019902000,0.010718391292134262,0.019447347390450617,0.0031625065038213365
1415,MAT_AC,100.0,2014-03-06 00:00:00,1972-01-01,42.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.0055343863816873385
1419,MAT_AC,250.0,2014-07-29 00:00:00,1973-01-01,41.0,160 - 300,1970 - 1980,16030019701980,0.004327175435392872,0.004668884141399624,0.005402615277361449
1421,MAT_AC,100.0,2014-06-08 00:00:00,1985-01-01,29.0,0 - 160,1980 - 1990,16019801990,0.009499218931547145,0.019447347390450617,0.0038213620254507813
1424,MAT_AC,100.0,2014-05-01 00:00:00,1974-01-01,40.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005270844173035561
1428,MAT_AC,100.0,2014-03-29 00:00:00,1971-01-01,43.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005666157486013228
1430,MAT_AC,250.0,2014-08-09 00:00:00,1986-01-01,28.0,160 - 300,1980 - 1990,16030019801990,0.003549969875818495,0.004668884141399624,0.0036895909211248925
1431,MAT_AC,160.0,2014-05-26 00:00:00,1960-01-01,54.0,160 - 300,1960 - 1970,16030019601970,0.0067077637583175835,0.004668884141399624,0.0071156396335980065
1432,MAT_AC,100.0,2014-10-27 00:00:00,1967-01-01,47.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.006193241903316784
1433,MAT_AC,100.0,2014-02-24 00:00:00,1970-01-01,44.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005797928590339117
1437,MAT_AC,100.0,2014-03-11 00:00:00,1958-01-01,56.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.007379181842249785
1438,MAT_AC,150.0,2014-10-13 00:00:00,1954-01-01,60.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.007906266259553341
1441,MAT_AC,100.0,2014-03-27 00:00:00,1960-01-01,54.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0071156396335980065
1442,MAT_AC,100.0,2014-01-19 00:00:00,1974-01-01,40.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005270844173035561
1443,MAT_AC,100.0,2014-02-05 00:00:00,1970-01-01,44.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005797928590339117
1444,MAT_AC,100.0,2014-04-28 00:00:00,1965-01-01,49.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.006456784111968562
1445,MAT_AC,100.0,2014-03-19 00:00:00,1943-01-01,71.0,0 - 160,1940 - 1950,16019401950,0.03147109930130199,0.019447347390450617,0.00935574840713812
1446,MAT_AC,150.0,2014-02-28 00:00:00,1963-01-01,51.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.00672032632062034
1447,MAT_AC,50.0,2014-10-15 00:00:00,1962-01-01,52.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.006852097424946229
1449,MAT_AC,150.0,2014-02-03 00:00:00,1960-01-01,54.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0071156396335980065
1451,MAT_AC,100.0,2014-08-03 00:00:00,1972-01-01,42.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.0055343863816873385
1455,MAT_AC,100.0,2014-09-18 00:00:00,1973-01-01,41.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005402615277361449
1457,MAT_AC,150.0,2014-12-17 00:00:00,1982-01-01,32.0,0 - 160,1980 - 1990,16019801990,0.009499218931547145,0.019447347390450617,0.004216675338428448
1459,MAT_AC,100.0,2014-03-02 00:00:00,1969-01-01,45.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.005929699694665005
1461,MAT_AC,100.0,2014-02-26 00:00:00,1969-01-01,45.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.005929699694665005
1462,MAT_AC,100.0,2014-01-23 00:00:00,1970-01-01,44.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005797928590339117
1466,MAT_AC,200.0,2014-07-14 00:00:00,1970-01-01,44.0,160 - 300,1970 - 1980,16030019701980,0.004327175435392872,0.004668884141399624,0.005797928590339117
1467,MAT_AC,100.0,2014-01-29 00:00:00,1970-01-01,44.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005797928590339117
1469,MAT_AC,250.0,2014-12-03 00:00:00,1970-01-01,44.0,160 - 300,1970 - 1980,16030019701980,0.004327175435392872,0.004668884141399624,0.005797928590339117
1473,MAT_AC,300.0,2015-06-03 00:00:00,1962-01-01,53.0,300 - 1000,1960 - 1970,300100019601970,0.0034630756924591264,0.0014915573037056083,0.006983868529272118
1475,MAT_AC,200.0,2015-11-06 00:00:00,1981-01-01,34.0,160 - 300,1980 - 1990,16030019801990,0.003549969875818495,0.004668884141399624,0.0044802175470802265
